02:51:18.561478 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2720500:2720712, ack 1549, win 501, length 212
02:51:18.573205 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2750816:2751028, ack 1585, win 501, length 212
02:51:18.573257 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2751028:2751240, ack 1585, win 501, length 212
02:51:18.573303 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2751240:2751452, ack 1585, win 501, length 212
02:51:18.573347 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2751452:2751664, ack 1585, win 501, length 212
02:51:18.573395 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2751664:2751876, ack 1585, win 501, length 212
02:51:18.573539 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2751876:2752088, ack 1585, win 501, length 212
02:51:18.573594 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2752088:2752300, ack 1585, win 501, length 212
02:51:18.573643 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2752300:2752512, ack 1585, win 501, length 212
02:51:18.573692 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2752512:2752724, ack 1585, win 501, length 212
02:51:18.573801 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2752724:2752936, ack 1585, win 501, length 212
02:51:18.573853 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2752936:2753148, ack 1585, win 501, length 212
02:51:18.573902 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2753148:2753360, ack 1585, win 501, length 212
02:51:18.573949 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2753360:2753572, ack 1585, win 501, length 212
02:51:18.574018 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2753572:2753784, ack 1585, win 501, length 212
02:51:18.574066 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2753784:2753996, ack 1585, win 501, length 212
02:51:18.574112 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2753996:2754208, ack 1585, win 501, length 212
02:51:18.574158 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2754208:2754420, ack 1585, win 501, length 212
02:51:18.574206 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2754420:2754632, ack 1585, win 501, length 212
02:51:18.574256 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2754632:2754844, ack 1585, win 501, length 212
02:51:18.574302 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2754844:2755056, ack 1585, win 501, length 212
02:51:18.574835 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2755056:2755268, ack 1585, win 501, length 212
02:51:18.574967 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2755268:2755480, ack 1585, win 501, length 212
02:51:18.575070 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2755480:2755692, ack 1585, win 501, length 212
02:51:18.575143 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2755692:2755904, ack 1585, win 501, length 212
02:51:18.575250 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2755904:2756116, ack 1585, win 501, length 212
02:51:18.575303 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2756116:2756328, ack 1585, win 501, length 212
02:51:18.575350 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2756328:2756540, ack 1585, win 501, length 212
02:51:18.575395 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2756540:2756752, ack 1585, win 501, length 212
02:51:18.575443 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2756752:2756964, ack 1585, win 501, length 212
02:51:18.575591 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2756964:2757176, ack 1585, win 501, length 212
02:51:18.575647 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2757176:2757388, ack 1585, win 501, length 212
02:51:18.575695 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2757388:2757600, ack 1585, win 501, length 212
02:51:18.575896 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2757600:2757812, ack 1585, win 501, length 212
02:51:18.575966 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2757812:2758024, ack 1585, win 501, length 212
02:51:18.576016 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2758024:2758236, ack 1585, win 501, length 212
02:51:18.576064 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2758236:2758448, ack 1585, win 501, length 212
02:51:18.576136 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2758448:2758660, ack 1585, win 501, length 212
02:51:18.576187 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2758660:2758872, ack 1585, win 501, length 212
02:51:18.576234 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2758872:2759084, ack 1585, win 501, length 212
02:51:18.576280 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2759084:2759296, ack 1585, win 501, length 212
02:51:18.576325 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2759296:2759508, ack 1585, win 501, length 212
02:51:18.576371 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2759508:2759720, ack 1585, win 501, length 212
02:51:18.576419 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2759720:2759932, ack 1585, win 501, length 212
02:51:18.576466 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2759932:2760144, ack 1585, win 501, length 212
02:51:18.576511 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2760144:2760356, ack 1585, win 501, length 212
02:51:18.576635 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2760356:2760568, ack 1585, win 501, length 212
02:51:18.576689 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2760568:2760780, ack 1585, win 501, length 212
02:51:18.576762 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2760780:2760992, ack 1585, win 501, length 212
02:51:18.576864 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2760992:2761204, ack 1585, win 501, length 212
02:51:18.576913 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2761204:2761416, ack 1585, win 501, length 212
02:51:18.576959 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2761416:2761628, ack 1585, win 501, length 212
02:51:18.577003 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2761628:2761840, ack 1585, win 501, length 212
02:51:18.577232 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2761840:2762052, ack 1585, win 501, length 212
02:51:18.577303 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2762052:2762264, ack 1585, win 501, length 212
02:51:18.577384 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2762264:2762476, ack 1585, win 501, length 212
02:51:18.577538 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2762476:2762688, ack 1585, win 501, length 212
02:51:18.577604 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2762688:2762900, ack 1585, win 501, length 212
02:51:18.577656 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2762900:2763112, ack 1585, win 501, length 212
02:51:18.577750 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2763112:2763324, ack 1585, win 501, length 212
02:51:18.577853 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2763324:2763536, ack 1585, win 501, length 212
02:51:18.577906 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2763536:2763748, ack 1585, win 501, length 212
02:51:18.577955 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2763748:2763960, ack 1585, win 501, length 212
02:51:18.578001 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2763960:2764172, ack 1585, win 501, length 212
02:51:18.578049 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2764172:2764384, ack 1585, win 501, length 212
02:51:18.578095 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2764384:2764596, ack 1585, win 501, length 212
02:51:18.578141 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2764596:2764808, ack 1585, win 501, length 212
02:51:18.578186 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2764808:2765020, ack 1585, win 501, length 212
02:51:18.578232 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2765020:2765232, ack 1585, win 501, length 212
02:51:18.578279 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2765232:2765444, ack 1585, win 501, length 212
02:51:18.578324 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2765444:2765656, ack 1585, win 501, length 212
02:51:18.578880 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2765656:2765868, ack 1585, win 501, length 212
02:51:18.579010 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2765868:2766080, ack 1585, win 501, length 212
02:51:18.579066 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2766080:2766292, ack 1585, win 501, length 212
02:51:18.579135 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2766292:2766504, ack 1585, win 501, length 212
02:51:18.579537 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2766504:2766716, ack 1585, win 501, length 212
02:51:18.579659 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2766716:2766928, ack 1585, win 501, length 212
02:51:18.579828 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2766928:2767140, ack 1585, win 501, length 212
02:51:18.579887 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2767140:2767352, ack 1585, win 501, length 212
02:51:18.579935 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2767352:2767564, ack 1585, win 501, length 212
02:51:18.580155 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2767564:2767776, ack 1585, win 501, length 212
02:51:18.580731 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2767776:2767988, ack 1585, win 501, length 212
02:51:18.580992 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2767988:2768200, ack 1585, win 501, length 212
02:51:18.581380 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2768200:2768412, ack 1585, win 501, length 212
02:51:18.581458 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2768412:2768624, ack 1585, win 501, length 212
02:51:18.581532 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2768624:2768836, ack 1585, win 501, length 212
02:51:18.581588 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2768836:2769048, ack 1585, win 501, length 212
02:51:18.581640 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2769048:2769260, ack 1585, win 501, length 212
02:51:18.581688 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2769260:2769472, ack 1585, win 501, length 212
02:51:18.581734 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2769472:2769684, ack 1585, win 501, length 212
02:51:18.581871 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2769684:2769896, ack 1585, win 501, length 212
02:51:18.581965 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2769896:2770108, ack 1585, win 501, length 212
02:51:18.582021 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2770108:2770320, ack 1585, win 501, length 212
02:51:18.582147 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2770320:2770532, ack 1585, win 501, length 212
02:51:18.582218 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2770532:2770744, ack 1585, win 501, length 212
02:51:18.582266 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2770744:2770956, ack 1585, win 501, length 212
02:51:18.582315 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2770956:2771168, ack 1585, win 501, length 212
02:51:18.582361 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2771168:2771380, ack 1585, win 501, length 212
02:51:18.582429 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2771380:2771592, ack 1585, win 501, length 212
02:51:18.582729 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2771592:2771804, ack 1585, win 501, length 212
02:51:18.582813 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2771804:2772016, ack 1585, win 501, length 212
02:51:18.582896 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2772016:2772228, ack 1585, win 501, length 212
02:51:18.582944 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2772228:2772440, ack 1585, win 501, length 212
02:51:18.582989 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2772440:2772652, ack 1585, win 501, length 212
02:51:18.583052 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2772652:2772864, ack 1585, win 501, length 212
02:51:18.583098 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2772864:2773076, ack 1585, win 501, length 212
02:51:18.583169 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2773076:2773288, ack 1585, win 501, length 212
02:51:18.583221 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2773288:2773500, ack 1585, win 501, length 212
02:51:18.583269 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2773500:2773712, ack 1585, win 501, length 212
02:51:18.583318 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2773712:2773924, ack 1585, win 501, length 212
02:51:18.583365 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2773924:2774136, ack 1585, win 501, length 212
02:51:18.583417 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2774136:2774348, ack 1585, win 501, length 212
02:51:18.583466 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2774348:2774560, ack 1585, win 501, length 212
02:51:18.583514 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2774560:2774772, ack 1585, win 501, length 212
02:51:18.583561 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2774772:2774984, ack 1585, win 501, length 212
02:51:18.583611 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2774984:2775196, ack 1585, win 501, length 212
02:51:18.583658 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2775196:2775408, ack 1585, win 501, length 212
02:51:18.583709 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2775408:2775620, ack 1585, win 501, length 212
02:51:18.583755 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2775620:2775832, ack 1585, win 501, length 212
02:51:18.583805 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2775832:2776044, ack 1585, win 501, length 212
02:51:18.583866 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2776044:2776256, ack 1585, win 501, length 212
02:51:18.583915 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2776256:2776468, ack 1585, win 501, length 212
02:51:18.583972 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2776468:2776680, ack 1585, win 501, length 212
