ength 212
02:46:49.912150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4703332:4703544, ack 2665, win 501, length 212
02:46:49.922784 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4733188:4733400, ack 2665, win 501, length 212
02:46:49.922837 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4733400:4733612, ack 2665, win 501, length 212
02:46:49.923148 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4733612:4733824, ack 2665, win 501, length 212
02:46:49.923236 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4726896, win 8337, length 0
02:46:49.923276 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4733824:4734036, ack 2665, win 501, length 212
02:46:49.923358 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4734036:4734392, ack 2665, win 501, length 356
02:46:49.923404 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4734392:4734604, ack 2665, win 501, length 212
02:46:49.923476 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4734604:4734816, ack 2665, win 501, length 212
02:46:49.923523 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4734816:4735028, ack 2665, win 501, length 212
02:46:49.923569 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4735028:4735240, ack 2665, win 501, length 212
02:46:49.923618 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4735240:4735452, ack 2665, win 501, length 212
02:46:49.923668 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4735452:4735664, ack 2665, win 501, length 212
02:46:49.923713 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4735664:4735876, ack 2665, win 501, length 212
02:46:49.923760 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4735876:4736088, ack 2665, win 501, length 212
02:46:49.923830 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4736088:4736300, ack 2665, win 501, length 212
02:46:49.923877 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4736300:4736512, ack 2665, win 501, length 212
02:46:49.923930 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4736512:4736724, ack 2665, win 501, length 212
02:46:49.923974 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4736724:4736936, ack 2665, win 501, length 212
02:46:49.924018 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4736936:4737148, ack 2665, win 501, length 212
02:46:49.924064 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4737148:4737360, ack 2665, win 501, length 212
02:46:49.924114 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4737360:4737572, ack 2665, win 501, length 212
02:46:49.924159 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4737572:4737784, ack 2665, win 501, length 212
02:46:49.924213 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4737784:4737996, ack 2665, win 501, length 212
02:46:49.924258 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4737996:4738208, ack 2665, win 501, length 212
02:46:49.924308 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4738208:4738420, ack 2665, win 501, length 212
02:46:49.924350 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4738420:4738632, ack 2665, win 501, length 212
02:46:49.924400 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4738632:4738844, ack 2665, win 501, length 212
02:46:49.924462 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4738844:4739056, ack 2665, win 501, length 212
02:46:49.924512 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4739056:4739268, ack 2665, win 501, length 212
02:46:49.924669 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4739268:4739480, ack 2665, win 501, length 212
02:46:49.924723 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4739480:4739692, ack 2665, win 501, length 212
02:46:49.924784 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4739692:4739904, ack 2665, win 501, length 212
02:46:49.924981 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4739904:4740116, ack 2665, win 501, length 212
02:46:49.925042 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4740116:4740328, ack 2665, win 501, length 212
02:46:49.925092 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4740328:4740540, ack 2665, win 501, length 212
02:46:49.925138 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4740540:4740752, ack 2665, win 501, length 212
02:46:49.925156 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4732976, win 8337, length 0
02:46:49.925241 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4740752:4741108, ack 2665, win 501, length 356
02:46:49.925286 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4741108:4741320, ack 2665, win 501, length 212
02:46:49.925328 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4741320:4741532, ack 2665, win 501, length 212
02:46:49.925469 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4741532:4741744, ack 2665, win 501, length 212
02:46:49.925534 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4741744:4741956, ack 2665, win 501, length 212
02:46:49.925794 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4741956:4742168, ack 2665, win 501, length 212
02:46:49.925869 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4742168:4742380, ack 2665, win 501, length 212
02:46:49.926004 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4742380:4742592, ack 2665, win 501, length 212
02:46:49.926058 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4742592:4742804, ack 2665, win 501, length 212
02:46:49.926178 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4742804:4743016, ack 2665, win 501, length 212
02:46:49.926230 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4743016:4743228, ack 2665, win 501, length 212
02:46:49.926276 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4743228:4743440, ack 2665, win 501, length 212
02:46:49.926319 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4743440:4743652, ack 2665, win 501, length 212
02:46:49.926398 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4743652:4743864, ack 2665, win 501, length 212
02:46:49.926448 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4743864:4744076, ack 2665, win 501, length 212
02:46:49.926491 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4744076:4744288, ack 2665, win 501, length 212
02:46:49.926533 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4744288:4744500, ack 2665, win 501, length 212
02:46:49.926591 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4744500:4744712, ack 2665, win 501, length 212
02:46:49.926660 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4744712:4744924, ack 2665, win 501, length 212
02:46:49.926703 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4744924:4745136, ack 2665, win 501, length 212
02:46:49.926746 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4745136:4745348, ack 2665, win 501, length 212
02:46:49.927179 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4738208, win 8337, length 0
02:46:49.927179 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4738632, win 8336, length 0
02:46:49.927240 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4745348:4745560, ack 2665, win 501, length 212
02:46:49.927399 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4745560:4746068, ack 2665, win 501, length 508
02:46:49.927474 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4746068:4746280, ack 2665, win 501, length 212
02:46:49.927577 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4746280:4746492, ack 2665, win 501, length 212
02:46:49.927700 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4746492:4746704, ack 2665, win 501, length 212
02:46:49.927889 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4746704:4746916, ack 2665, win 501, length 212
02:46:49.927959 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4746916:4747128, ack 2665, win 501, length 212
02:46:49.928010 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4747128:4747340, ack 2665, win 501, length 212
02:46:49.928060 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4747340:4747552, ack 2665, win 501, length 212
02:46:49.928188 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4747552:4747764, ack 2665, win 501, length 212
02:46:49.928248 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4747764:4747976, ack 2665, win 501, length 212
02:46:49.928301 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4747976:4748188, ack 2665, win 501, length 212
02:46:49.928349 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4748188:4748400, ack 2665, win 501, length 212
02:46:49.928400 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4748400:4748612, ack 2665, win 501, length 212
02:46:49.928720 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4748612:4748824, ack 2665, win 501, length 212
02:46:49.928830 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4748824:4749036, ack 2665, win 501, length 212
02:46:49.928877 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4749036:4749248, ack 2665, win 501, length 212
02:46:49.928915 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4749248:4749460, ack 2665, win 501, length 212
02:46:49.928976 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4749460:4749672, ack 2665, win 501, length 212
02:46:49.929012 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4749672:4749884, ack 2665, win 501, length 212
02:46:49.929184 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4749884:4750096, ack 2665, win 501, length 212
02:46:49.929210 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4744712, win 8337, length 0
02:46:49.929283 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4750096:4750452, ack 2665, win 501, length 356
02:46:49.929321 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4750452:4750664, ack 2665, win 501, length 212
02:46:49.929364 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4750664:4750876, ack 2665, win 501, length 212
02:46:49.929399 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4750876:4751088, ack 2665, win 501, length 212
02:46:49.929434 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4751088:4751300, ack 2665, win 501, length 212
02:46:49.929478 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4751300:4751512, ack 2665, win 501, length 212
02:46:49.929516 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4751512:4751724, ack 2665, win 501, length 212
02:46:49.929749 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4751724:4751936, ack 2665, win 501, length 212
02:46:49.929836 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4751936:4752148, ack 2665, win 501, length 212
02:46:49.929885 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4752148:4752360, ack 2665, win 501, length 212
02:46:49.930031 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4752360:4752572, ack 2665, win 501, length 212
02:46:49.930081 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4752572:4752784, ack 2665, win 501, length 212
02:46:49.930125 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4752784:4752996, ack 2665, win 501, length 212
02:46:49.930169 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4752996:4753208, ack 2665, win 501, length 212
02:46:49.930182 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [P.], seq 2665:2701, ack 4744712, win 8337, length 36
02:46:49.930240 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4753208:4753588, ack 2701, win 501, length 380
02:46:49.930277 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4753588:4753800, ack 2701, win 501, length 212
02:46:49.930326 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4753800:4754012, ack 2701, win 501, length 212
02:46:49.930367 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4754012:4754224, ack 2701, win 501, length 212
02:46:49.930417 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4754224:4754436, ack 2701, win 501, length 212
02:46:49.930455 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4754436:4754648, ack 2701, win 501, length 212
02:46:49.930498 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4754648:4754860, ack 2701, win 501, length 212
02:46:49.930535 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4754860:4755072, ack 2701, win 501, length 212
02:46:49.930577 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4755072:4755284, ack 2701, win 501, length 212
02:46:49.930623 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4755284:4755496, ack 2701, win 501, length 212
02:46:49.930669 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4755496:4755708, ack 2701, win 501, length 212
02:46:49.930710 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4755708:4755920, ack 2701, win 501, length 212
02:46:49.930746 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4755920:4756132, ack 2701, win 501, length 212
02:46:49.930789 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4756132:4756344, ack 2701, win 501, length 212
02:46:49.930835 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4756344:4756556, ack 2701, win 501, length 212
02:46:49.931099 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4756556:4756768, ack 2701, win 501, length 212
02:46:49.931168 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4756768:4756980, ack 2701, win 501, length 212
02:46:49.931211 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 4748612, win 8337, length 0
02:46:49.931265 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4756980:4757192, ack 2701, win 501, length 212
02:46:49.931306 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4757192:4757380, ack 2701, win 501, length 188
02:46:49.931321 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4757380:4757592, ack 2701, win 501, length 212
02:46:49.931363 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4757592:4757972, ack 2701, win 501, length 380
02:46:49.931399 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4757972:4758184, ack 2701, win 501, length 212
02:46:49.931432 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4758184:4758396, ack 2701, win 501, length 212
02:46:49.931474 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4758396:4758608, ack 2701, win 501, length 212
02:46:49.931508 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4758608:4758820, ack 2701, win 501, length 212
02:46:49.931551 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4758820:4759032, ack 2701, win 501, length 212
